	drugName	condition	review	rating	date	usefulCount
51390	Azithromycin	Bronchitis	"""I am allergic to most antibiotics, including Amoxicillin and Erythromycin. Upon reaching my 8th month of pregnancy, my family all came down with bronchitis and unfortunately I caught it as well .. the doctors prescribed me the Z Pack and within 24 hours I felt tremendously better, which says a lot, considering I was in so much pain I could hardly even function. It took away the body aches, the hot/cold sweats, the fever, and suppressed my coughing. Of the few antibiotics I&#039;m able, the Z Pack always has and will be my first choice - it never ceases to amaze me at how quickly and effectively it works! My whole family swears by it. Highly recommended, 10/10, and two thumbs up. The occasional side effect is worth it!"""	10	25-Nov-12	34
209669	Lupron Depot	Uterine Fibroids	"""Had a large pedunctulated fibroid tumor on my uterus- shot was administered , they found my fibroid got larger after 3 months. Had to have a partial hysterectomy to have it removed so I could sit, drive and have sex without being uncomfortable or bleeding.  I had every side effect which was miserable. I had extreme hair loss (thinning) and I&#039;m still trying to grow it back... this drug did not work for me. It has been over a year."""	1	20-Apr-17	12
48972	Ethinyl estradiol / levonorgestrel	Birth Control	"""I&#039;m 35 years old with 4 kids. I got aubra birth control pills from planned parenthood. The first week was fantastic but on my second week, I noticed some acne or rashes on my forehead. By the end of the second week, it spread all over my FACE and CHEST"""	3	6-Oct-16	3
71316	Levora	Birth Control	"""After trying the patch, ring, and several pills I was recommended Levora by my doctor. It made my flow lighter and period shorter. I am sensitive to different birth control and the doctor said it is probably the additives. I went to planned parenthood for Levora but they do not carry that exact brand. This time they gave me Chateal to try. If you are having a problem with pills from the clinic it can be because of the additives, sometimes it is worth paying the $20 for name brands at the pharmacy. You can get a discount card to make it less expensive. I am worried to try another brand at this point."""	9	23-Jan-17	1
227519	Etonogestrel	Birth Control	"""9 months in: The first period that I had on Implanon was about 2 wks later than expected and lasted about 2 wks long. Since then all of my periods have come within about a wk of when I would have expected them. Each period has been shorter in length, as well as lighter. (Usually there are only about 2 days of bleeding that are really noticeable but the other 5-8 days are just spotting on and off). I look forward to the day when it is just a few days of spotting, or less.
As far as other side effects go: I have maybe one bad headache every other month. I noticed no weight gain until recently (which is probably due more so to the holidays than the Implanon!). I do have a lot of acne, especially on my chest. Despite these negatives, I like it!"""	8	10-Feb-13	5
188538	ParaGard	Birth Control	"""Had the IUD inserted on 08/01/2016 in August, no cramps initially but About 2 hours after the insertion i started feeling cramping but nothing Advil and a warm towel didnt help with.  My periods before the IUD were a maximum of 2 days and VERY light. With the IUD, my periods are 4 days long with Heavy bleeding on day 2 and 3, but a SUPER tampon and a pad could help you with that. Overall i am satisfied with the product but everyones body IS DIFFERENT! DO NOT let others reviews turn you away from giving this product a shot. If it doesnt work for you you could always have it removed."""	9	19-Sep-16	12
175832	Levaquin	Urinary Tract Infection	"""I was given Levaquin for a urinary tract infection after first trying Bactrim, which didn&#039;t work.  I was really worried to use Levaquin because I read alot of bad reviews for it.  However, the only effect I had was that I felt speedy the first day I took it.  Subsequent days, I did not have this problem and I made sure to take it in the morning so it wouldn&#039;t affect my sleep.  It cured my infection wonderfully, and I had no upset stomach or yeast infection after effects.  Three months later, I got another urinary tract infection, and Levaquin again did the trick.  I really like this antibiotic!"""	9	22-Feb-13	92
15341	Ethinyl estradiol / norethindrone	Birth Control	"""I was originally prescribed something else  then I somehow got switched to Guildess fe, which wasn&#039;t too bad. I was getting headaches, everyday with those. Now, the insurance sent me Blisovi Fe. Since I been taking the blisovi my period has increased In length, cramps in intensity, and heaviness in bleeding, including clots. Im hungry almost all the time, and my bra no longer fits completely (size D, before pill). The only thing this pill is effective in, is keeping you from getting pregnant. I had a scare and I did not get pregnant. But I never missed a pill and took at the same time everyday, which I was told makes it more effective.I am switching to an IUD soon because I cannot keep taking diff BC brands without warning."""	5	23-Feb-17	4
152457	Ciprofloxacin	Diverticulitis	"""Nausea after 3rd day. Some disorientation-dizziness on 6th day
Nervousness-shakiness after 4 days. DOES KILL the bacteria well, though."""	8	14-Dec-09	78
185352	Saxenda	Obesity	"""So I&#039;ve been on this for about 6 weeks or more and I haven&#039;t lose a pound! I don&#039;t have any side effects nor an appetite so I guess that&#039;s a good thing... I&#039;ll keep at it for a little longer to see if it&#039;ll work for me! At this point I&#039;m a little discouraged"""	2	25-Sep-17	12
59516	Avelox	Sinusitis	"""The medicine worked great to counter my sinusitis and I was breathing better after just one dose. But the side effects are almost unbearable. Nausea, dizziness, headache, lightheaded, dry mouth and constipation. The dizziness and lightheadedness kicks in after about an hour of taking the pill and lasts for about 5 hours. Very difficult to function normally and trying to work while taking this medicine. """	3	12-Jan-11	17
32917	Seasonique	Birth Control	"""Although I  loved the fact that this drug allowed me to have fewer periods, however the affect it had extreme mood swings, decrease sex drive, my personailty and my appetite was astronomical."""	4	6-Aug-16	4
229875	Acidophilus	Vaginal Yeast Infection	"""I have type 1 diabetes and because of high blood sugar levels I used to suffer from yeast infections at least twice a year. A friend told me about acidophilus pills and I am forever grateful. I take them by mouth a couple of times a month to prevent yeast infections and if I ever feel one coming on or just generally feel any kind of irritation I will break a pill in half and wet it a bit so its more comfortable and insert into the affected area. You definitely need to get comfortable with yourself to do that, but it&#039;s so worth it. It won&#039;t completely break down and might come back out after a couple days, but it works. Taking too many by mouth gave me a little bloating and gas, but I&#039;ll take that over the painful infections. I hope this helps"""	10	24-Nov-17	0
39581	Contrave	Obesity	"""I started the medicine 4 days ago and down 4 pounds already!  It curbs my appetite and I don&#039;t snack eat like I use to.  I have also noticed that I have more energy which keeps me moving throughout the day and wanting to walk when I get home!  So far so good!  I also feel focused!! I think the energy is helping boost my metabolism!"""	9	29-Mar-16	40
2198	Metformin	Polycystic Ovary Syndrome	"""I was diagnosed with PCOS in 2013 but did not start taking Metformin seriously until late 2014.  I am also prediabetic, which is what has jump started my desire to seriously lose weight.  I cannot speak for blood sugar levels as I have not had them rechecked, nor have I gotten my cycle back, but I also have a significant amount of weight to lose first.  I definitely experience upset stomach and pretty intense diarrhea; however, this only seems to happen if I do not watch my carb and/or sugar intake.  If I eat sensibly, I have little to no issues in the side effect department.  I am losing weight and moving more, and hope to one day not need medication anymore."""	10	24-Jun-15	24
162668	Terconazole	Vaginal Yeast Infection	"""So, I was having symptoms of BV so I went to the doctor and found out it was a yeast infection, after using the cream for just 3 days (it was a 7 day dosage) I had a major reaction, bad vaginal pains I could barely sleep. I went back to the doctor who now says it was not a reaction but possibly herpes. I had no pain no issues or anything before this cream, now possibly herpes. I am waiting on my results and praying it was in fact a reaction to this horrible cream"""	1	17-Aug-17	3
